,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
383,"('Monitoring Telluric Absorption with CAMAL', 'Fast-neutron and gamma-ray imaging with a capillary liquid xenon converter coupled to a gaseous photomultiplier', 'A new charge reconstruction algorithm for the DAMPE silicon microstrip detector')",2.0,"('Computing maximum cliques in $B_2$-EPG graphs', 'Planar Graph Perfect Matching is in NC', 'Surjective H-Colouring over Reflexive Digraphs', 'Perfect Edge Domination: Hard and Solvable Cases', 'L-Graphs and Monotone L-Graphs')",2,"('Modular curves with infinitely many cubic points', 'On a binary system of Prendiville: The cubic case', 'Schur P-positivity and involution Stanley symmetric functions', 'Factorization of arithmetic automorphic periods', ""Universal elliptic Gauß sums for Atkin primes in Schoof's algorithm"")",2.0,"('Attention-Based Guided Structured Sparsity of Deep Neural Networks', 'Essentially No Barriers in Neural Network Energy Landscape', 'Low-Precision Floating-Point Schemes for Neural Network Training', 'Flexible Deep Neural Network Processing', 'Soft Weight-Sharing for Neural Network Compression', 'Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds', 'Binary Ensemble Neural Network: More Bits per Network or More Networks per Bit?')",2.0,"('Simple property of heterogeneous aspiration dynamics: Beyond weak selection', 'Approximate Analytical Solution of a Cancer Immunotherapy Model by the Application of Differential Transform and Adomian Decomposition Methods', 'Complex pattern formation driven by the interaction of stable fronts in a competition-diffusion system')",2.0,,
384,"('Direct Evidence of Spontaneous Abrikosov Vortex State in Ferromagnetic Superconductor EuFe$_2$(As$_{1-x}$P$_x$)$_2$ with $x=0.21$', 'Single and Multiple Vortex Rings in Three-Dimensional Bose-Einstein Condensates: Existence, Stability and Dynamics', 'Shape-dependence of the barrier for skyrmions on a two-lane racetrack', 'Weak Versus Strong Disorder Superfluid-Bose Glass Transition in One Dimension', 'Muon Spin Rotation Analysis of the Internal Magnetic Field of Heavy Fermion System Uranium Beryllium-13', 'Core structure of two-dimensional Fermi gas vortices in the BEC-BCS crossover region')",2.0,"('Effective Reformulation of Query for Code Search using Crowdsourced Knowledge and Extra-Large Data Analytics', 'Improved Query Reformulation for Concept Location using CodeRank and Document Structures', 'Learning best K analogies from data distribution for case-based software effort estimation', 'Detecting Near Duplicates in Software Documentation')",2,"('Well-posedness of a Model for the Growth of Tree Stems and Vines', 'A cyclic system with delay and its characteristic equation')",2.0,"('Deep Multiple Instance Feature Learning via Variational Autoencoder', 'Class-Splitting Generative Adversarial Networks', 'Combinets: Creativity via Recombination of Neural Networks', 'An empirical study on evaluation metrics of generative adversarial networks', 'The Unusual Effectiveness of Averaging in GAN Training', 'VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning', 'DOPING: Generative Data Augmentation for Unsupervised Anomaly Detection with GAN', 'Evolutionary Generative Adversarial Networks', 'Fictitious GAN: Training GANs with Historical Models', 'Improving Bi-directional Generation between Different Modalities with Variational Autoencoders')",2.0,"('Joint Atlas-Mapping of Multiple Histological Series combined with Multimodal MRI of Whole Marmoset Brains', 'Analyzing biological and artificial neural networks: challenges with opportunities for synergy?')",2.0,,
385,"('A Unified Approach to Nonlinear Transformation Materials', 'Preliminary corrosion studies of IN-RAFM steel with stagnant Lead Lithium at 550 C', 'Coarse-grained simulation of auxetic, two-dimensional crystal dynamics', 'Influence of Heat Treatment on the Corrosion Behavior of Purified Magnesium and AZ31 Alloy', 'Revisiting Imidazolium Based Ionic Liquids: Effect of the Conformation Bias of the [NTf$_{2}$] Anion Studied By Molecular Dynamics Simulations', 'Lattice thermal expansion and anisotropic displacements in urea, bromomalonic aldehyde, pentachloropyridine and naphthalene', 'Grain boundary diffusion in severely deformed Al-based alloy')",2.0,"('A Survey of Parallel A*', 'A SAT+CAS Approach to Finding Good Matrices: New Examples and Counterexamples', 'A Verified Algorithm Enumerating Event Structures', 'Towards a Physical Oracle for the Partition Problem using Analogue Computing')",2,"('Flatness results for nonlocal minimal cones and subgraphs', 'Willis Theory via Graphs', 'The list chromatic number of graphs with small clique number', 'Cayley properties of the line graphs induced by of consecutive layers of the hypercube', 'Counting Dominating Sets of Graphs', 'Graph complexity and Mahler measure', 'A Macdonald refined topological vertex', 'An upper bound on the distinguishing index of graphs with minimum degree at least two', 'Hook removal operators on the odd Young graph', 'Cycle packings of the complete multigraph', 'Do triangle-free planar graphs have exponentially many 3-colorings?', 'The numbers of edges of 5-polytopes with a given number of vertices', 'On measures of edge-uncolorability of cubic graphs: A brief survey and some new results', 'A Complete Characterization of the 1-Dimensional Intrinsic Cech Persistence Diagrams for Metric Graphs', 'New simple lattices in products of trees and their projections', 'Some algebraic invariants of edge ideal of circulant graphs')",2.0,"('Triplet Network with Attention for Speaker Diarization', 'Attention Solves Your TSP, Approximately', 'Data Augmentation for Robust Keyword Spotting under Playback Interference', 'Short-term Memory of Deep RNN')",2.0,"('Unveiling ADP-binding sites and channels in respiratory complexes: Validation of Murburn concept as a holistic explanation for oxidative phosphorylation', 'New indicators for assessing the quality of in silico produced biomolecules: the case study of the aptamer-Angiopoietin-2 complex', 'A practical guide to the simultaneous determination of protein structure and dynamics using metainference', 'PEBP1/RKIP: from multiple functions to a common role in cellular processes', 'Protein Pattern Formation', 'Markov modeling of peptide folding in the presence of protein crowders', 'Optimal segregation of proteins: phase transitions and symmetry breaking')",2.0,,
386,"('Does a generalized Chaplygin gas correctly describe the cosmological dark sector?', 'When the Universe Expands Too Fast: Relentless Dark Matter', 'Galaxy And Mass Assembly: the evolution of the cosmic spectral energy distribution from z = 1 to z = 0', 'Speculation On a Source of Dark Matter', 'Dark matter in dwarf galaxies', 'The Mismeasure of Mergers: Revised Limits on Self-interacting Dark Matter in Merging Galaxy Clusters', 'Static structure of chameleon dark Matter as an explanation of dwarf spheroidal galactic core')",2.0,"('In-home and remote use of robotic body surrogates by people with profound motor deficits', 'Robot human interface for housekepeer with wireless capabilities', 'Robust Gesture-Based Communication for Underwater Human-Robot Interaction in the context of Search and Rescue Diver Missions', 'On Evaluation of Embodied Navigation Agents', 'Estimating Tactile Data for Adaptive Grasping of Novel Objects', 'PythonRobotics: a Python code collection of robotics algorithms')",2,"('On maximizing the fundamental frequency of the complement of an obstacle', 'Criterion of positivity for semilinear problems with applications in biology')",2.0,"('Learning Neural Models for End-to-End Clustering', 'Structured Differential Learning for Automatic Threshold Setting')",2.0,"('A reproducible effect size is more useful than an irreproducible hypothesis test to analyze high throughput sequencing datasets', 'DNA methylation markers to assess biological age', 'Bridging trees for posterior inference on Ancestral Recombination Graphs')",2.0,,
387,"('One dimensionalization in the spin-1 Heisenberg model on the anisotropic triangular lattice', 'Fermi-edge singularity and the functional renormalization group', 'Jastrow form of the Ground State Wave Functions for Fractional Quantum Hall States', 'Scaling Law for Three-body Collisions in Identical Fermions with $p$-wave Interactions', 'Incarnation of Majorana Fermions in Kitaev Quantum Spin Lattice', 'Time-Reversal Breaking in QCD$_4$, Walls, and Dualities in 2+1 Dimensions', 'Mass Preconditioning for the Exact One-Flavor Action in Lattice QCD with Domain-Wall Fermion', 'Fractional quantum Hall systems near nematicity: bimetric theory, composite fermions, and Dirac brackets', 'Semisuper Efimov effect of two-dimensional bosons at a three-body resonance', 'A functional perspective on emergent supersymmetry', 'Oscillating dipole with fractional quantum source in Aharonov-Bohm electrodynamics')",2.0,"('Automatic segmentation of trees in dynamic outdoor environments', ""SCAV'18: Report of the 2nd International Workshop on Safe Control of Autonomous Vehicles"", 'Supermodular Optimization for Redundant Robot Assignment under Travel-Time Uncertainty')",2,"('The list chromatic number of graphs with small clique number', 'Counting Dominating Sets of Graphs', 'An upper bound on the distinguishing index of graphs with minimum degree at least two', 'Cycle packings of the complete multigraph', 'Do triangle-free planar graphs have exponentially many 3-colorings?', 'On measures of edge-uncolorability of cubic graphs: A brief survey and some new results')",2.0,"('General notions of regression depth function', 'Interpretable Low-Dimensional Regression via Data-Adaptive Smoothing', 'Learning Rates for Kernel-Based Expectile Regression')",2.0,"('Deep Learning for micro-Electrocorticographic (μECoG) Data', 'Interpretable LSTMs For Whole-Brain Neuroimaging Analyses', 'Simulating Brain Signals: Creating Synthetic EEG Data via Neural-Based Generative Models for Improved SSVEP Classification', 'Optimizing deep video representation to match brain activity')",2.0,,
388,"('A System of Three Super Earths Transiting the Late K-Dwarf GJ 9827 at Thirty Parsecs', 'Characterizing Exoplanet Habitability', 'Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'LEADER: fast estimates of asteroid shape elongation and spin latitude distributions from scarce photometry', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets', 'Likely Transiting Exocomets Detected by Kepler')",2.0,"('Optimizing Mission Critical Data Dissemination in Massive IoT Networks', 'Proactive Edge Computing in Latency-Constrained Fog Networks')",2,"('Hausdorff dimensions in $p$-adic analytic groups', 'On codimension two flats in Fermat-type arrangements', 'A simultaneous generalization of the theorems of Chevalley-Warning and Morlaye')",2.0,"('Generative Models for Spear Phishing Posts on Social Media', 'A powerful approach to the study of moderate effect modification in observational studies', 'Robust and Flexible Estimation of Stochastic Mediation Effects: A Proposed Method and Example in a Randomized Trial Setting', 'The stratified micro-randomized trial design: sample size considerations for testing nested causal effects of time-varying treatments')",2.0,"('Effects of atrial fibrillation on the arterial fluid dynamics: a modelling perspective', 'Fluid-Structure Interaction for the Classroom: Interpolation, Hearts, and Swimming!', 'Fluid flows shaping organism morphology', 'Modeling human intuitions about liquid flow with particle-based simulation')",2.0,,
389,"('Gravitational wave production from preheating: parameter dependence', 'Gravitational radiation from compact binary systems in screened modified gravity', 'Cosmological perturbation effects on gravitational-wave luminosity distance estimates', 'Reducing biases on $H_0$ measurements using strong lensing and galaxy dynamics: results from the EAGLE simulation', 'On Integral Upper Limits Assuming Power Law Spectra and the Sensitivity in High-Energy Astronomy', 'Challenges testing the no-hair theorem with gravitational waves', 'Prospects for gravitational wave astronomy with next generation large-scale pulsar timing arrays', 'Enhancing the significance of gravitational wave bursts through signal classification', 'Cross-Correlation Redshift Calibration Without Spectroscopic Calibration Samples in DES Science Verification Data', 'Probing the gravitational redshift with an Earth-orbiting satellite')",2.0,"('Japanese Sentiment Classification using a Tree-Structured Long Short-Term Memory with Attention', 'SkipFlow: Incorporating Neural Coherence Features for End-to-End Automatic Text Scoring', 'Neural Question Answering at BioASQ 5B')",2,"('Vanishing theorems for the negative K-theory of stacks', 'Almost complex structures on connected sums of complex projective spaces', 'Essentially Finite Vector Bundles on Normal Pseudo-proper Algebraic Stacks')",2.0,"('A pliable lasso for the Cox model', 'Distribution Matching in Variational Inference', 'Variational Bayesian dropout: pitfalls and fixes')",2.0,"('Susceptibility of Methicillin Resistant Staphylococcus aureus to Vancomycin using Liposomal Drug Delivery System', 'Zinc oxide induces the stringent response and major reorientations in the central metabolism of Bacillus subtilis', 'Involvement of Surfactant Protein D in Ebola Virus Infection Enhancement via Glycoprotein Interaction', 'The PomXYZ Proteins Self-Organize on the Bacterial Nucleoid to Stimulate Cell Division')",2.0,,
390,"('Fourier-based numerical approximation of the Weertman equation for moving dislocations', 'Stationary crack propagation in a two-dimensional visco-elastic network model', 'Dynamics of cracks in disordered materials', 'Coarse-grained simulation of auxetic, two-dimensional crystal dynamics', 'Multiscale Modeling of Shock Wave Localization in Porous Energetic Material', 'Grain boundary diffusion in severely deformed Al-based alloy')",2.0,"('Typed Closure Conversion for the Calculus of Constructions', 'On the sharpness and the injective property of basic justification models')",2,"('Homology theory formulas for generalized Riemann-Hurwitz and generalized monoidal transformations', 'Generalized Euler classes, differential forms and commutative DGAs', 'Klt varieties with trivial canonical class - Holonomy, differential forms, and fundamental groups', 'Homotopy Decompositions of Gauge Groups over Real Surfaces', 'Differential Forms, Linked Fields and the $u$-Invariant')",2.0,"('VTA: An Open Hardware-Software Stack for Deep Learning', 'Detecting Learning vs Memorization in Deep Neural Networks using Shared Structure Validation Sets', 'DAGs with NO TEARS: Continuous Optimization for Structure Learning')",2.0,"('Sex-biased dispersal: a review of the theory', 'Increased adaptability to rapid environmental change can more than make up for the two-fold cost of males', 'When few survive to tell the tale: thymus and gonad as auditioning organs: historical overview', 'A unified, mechanistic framework for developmental and evolutionary change', 'Why a Population Genetics Framework is Inappropriate for Cultural Evolution')",2.0,,
391,"(""Once in a blue moon: detection of 'bluing' during debris transits in the white dwarf WD1145+017"", 'SPIRou Input Catalog: Activity, Rotation and Magnetic Field of Cool Dwarfs', 'Stellar streams as gravitational experiments I. The case of Sagittarius', 'When flux standards go wild: white dwarfs in the age of Kepler', 'LEADER: fast estimates of asteroid shape elongation and spin latitude distributions from scarce photometry')",2.0,"('An enhanced method to compute the similarity between concepts of ontology', 'Effective Reformulation of Query for Code Search using Crowdsourced Knowledge and Extra-Large Data Analytics', 'Detecting Near Duplicates in Software Documentation')",2,"('Nonlinear elliptic equations on Carnot groups', 'Two weight Commutators in the Dirichlet and Neumann Laplacian settings', 'Mean square in the prime geodesic theorem')",2.0,"('Bias Correction For Paid Search In Media Mix Modeling', 'Estimating Under Five Mortality in Space and Time in a Developing World Context')",2.0,"('Closing the loop on multisensory interactions: A neural architecture for multisensory causal inference and recalibration', 'How strong are correlations in strongly recurrent neuronal networks?', 'The unreasonable effectiveness of small neural ensembles in high-dimensional brain')",2.0,,
392,"('A short-orbit spectrometer for low-energy pion detection in electroproduction experiments at MAMI', 'A compact design for velocity-map imaging energetic electrons and ions', 'The Future of RICH Detectors through the Light of the LHCb RICH', 'Near-UV OH Prompt Emission in the Innermost Coma of 103P/Hartley 2', 'Comment on ""Laser cooling of $^{173}$Yb for isotope separation and precision hyperfine spectroscopy""', 'Measurement of the muon-induced neutron seasonal modulation with LVD')",2.0,"('Communication Reducing Algorithms for Distributed Hierarchical N-Body Problems with Boundary Distributions', 'Fault Tolerant Thermal Control of Steam Turbine Shell Deflections')",2,"('On polar relative normalizations of ruled surfaces', 'On the spectral geometry of manifolds with conic singularities', 'Obstructions to planarity of contact 3-manifolds')",2.0,"('Identifiability and Estimation of Structural Vector Autoregressive Models for Subsampled and Mixed Frequency Time Series', 'Optimal Stopping for Interval Estimation in Bernoulli Trials', 'Optimal Learning for Sequential Decision Making for Expensive Cost Functions with Stochastic Binary Feedbacks')",2.0,"('Global stability of a network-based SIRS epidemic model with nonmonotone incidence rate', 'Spatial Models of Vector-Host Epidemics with Directed Movement of Vectors Over Long Distances', 'Endemicity and prevalence of multipartite viruses under heterogeneous between-host transmission')",2.0,,
393,"('Superposition solutions to the extended KdV equation for water surface waves', 'General mixed multi-soliton solution to the multi-component Maccari system', 'The solution to the initial value problem for the ultradiscrete Somos-4 and 5 equations')",2.0,"('A Comparative Analysis of Contact Models in Trajectory Optimization for Manipulation', 'Adaptive twisting sliding mode control for quadrotor unmanned aerial vehicles')",2,"('Representing numbers as the sum of squares and powers in the ring $\\mathbb{Z}_n$', 'Completely $p$-primitive binary quadratic forms', 'Some preliminary results on the set of principal congruences of a finite lattice', 'Factorization of arithmetic automorphic periods', ""Universal elliptic Gauß sums for Atkin primes in Schoof's algorithm"", 'Iteration of Quadratic Polynomials Over Finite Fields')",2.0,"('A novel distribution-free hybrid regression model for manufacturing process efficiency improvement', 'A depth-based method for functional time series forecasting', 'Scalable and Efficient Statistical Inference with Estimating Functions in the MapReduce Paradigm for Big Data')",2.0,"(""Gridbot: An autonomous robot controlled by a Spiking Neural Network mimicking the brain's navigational system"", 'Inferring Information Flow in Spike-train Data Sets using a Trial-Shuffle Method', 'Analog control with two Artificial Axons', 'System Identification of a Multi-timescale Adaptive Threshold Neuronal Model')",2.0,,
394,"('The nature of the tensor order in Cd2Re2O7', 'Nanostructured complex oxides as a route towards thermal behavior in artificial spin ice systems', 'Evolution of antiferromagnetic domains in the all-in-all-out ordered pyrochlore Nd$_2$Zr$_2$O$_7$', 'Static and Fluctuating Magnetic Moments in the Ferroelectric Metal LiOsO$_3$', 'Two-Dimensional Large Gap Topological Insulators with Large Rashba Spin-Orbit Coupling in Group-IV films')",2.0,"('On the Privacy of the Opal Data Release: A Response', 'Crowdsourcing with Sparsely Interacting Workers')",2,"('Shortening binary complexes and commutativity of $K$-theory with infinite products', 'Strong homotopy types of acyclic categories and $Δ$-complexes', 'Koszul A-infinity algebras and free loop space homology', 'Hopf Parametric Adjoint Objects through a 2-adjunction of the type Adj-Mnd')",2.0,"('Learning Policy Representations in Multiagent Systems', 'CM3: Cooperative Multi-goal Multi-stage Multi-agent Reinforcement Learning', 'A Multi-Objective Deep Reinforcement Learning Framework', 'Deep Reinforcement Learning based Optimal Control of Hot Water Systems', 'Application of Self-Play Reinforcement Learning to a Four-Player Game of Imperfect Information')",2.0,"('Gene regulatory network inference: an introductory survey', 'Machine-learning a virus assembly fitness landscape', 'Latent Molecular Optimization for Targeted Therapeutic Design', 'Improving inference of the dynamic biological network underlying aging via network propagation', 'Network analyses of 4D genome datasets automate detection of community-scale gene structure and plasticity', 'Fuzzy logic based approaches for gene regulatory network inference')",2.0,,
395,"('SPIRou Input Catalog: Activity, Rotation and Magnetic Field of Cool Dwarfs', 'A giant planet undergoing extreme ultraviolet irradiation by its hot massive-star host', 'When flux standards go wild: white dwarfs in the age of Kepler', 'LAMOST telescope reveals that Neptunian cousins of hot Jupiters are mostly single offspring of stars that are rich in heavy elements')",2.0,"('InverseFaceNet: Deep Monocular Inverse Face Rendering', 'Extracting 3D Vascular Structures from Microscopy Images using Convolutional Recurrent Networks', 'Automatic Brain Tumor Detection and Segmentation Using U-Net Based Fully Convolutional Networks')",2,"('Preduals for spaces of operators involving Hilbert spaces and trace-class operators', 'On a class of shift-invariant subspaces of the Drury-Arveson space', 'Fixed points of polarity type operators', 'Strongly ergodic equivalence relations: spectral gap and type III invariants')",2.0,"('Development of probabilistic dam breach model using Bayesian inference', 'On constraining projections of future climate using observations and simulations from multiple climate models', 'Trends in European flood risk over the past 150 years')",2.0,"('How Criticality of Gene Regulatory Networks Affects the Resulting Morphogenesis under Genetic Perturbations', 'In silico evolution of signaling networks using rule-based models: bistable response dynamics', 'Functional geometry of protein-protein interaction networks')",2.0,,
396,"('Radio variability and non-thermal components in stars evolving toward planetary nebulae', 'The solitary g-mode frequencies in early B-type stars', 'Abundances in photoionized nebulae of the Local Group and nucleosynthesis of intermediate mass stars', 'A Modern Search for Wolf-Rayet Stars in the Magellanic Clouds. III. A Third Year of Discoveries')",2.0,"('Privacy-Preserving Deep Inference for Rich User Data on The Cloud', 'Improved Query Reformulation for Concept Location using CodeRank and Document Structures', 'Learning best K analogies from data distribution for case-based software effort estimation')",2,"('A 2-edge partial inverse problem for the Sturm-Liouville operators with singular potentials on a star-shaped graph', 'Boundary problems for the fractional and tempered fractional operators', ""Uhlenbeck's decomposition in Sobolev and Morrey-Sobolev spaces"", 'On C-class equations')",2.0,"('Domain Generalization by Marginal Transfer Learning', 'Towards more Reliable Transfer Learning', 'AFT*: Integrating Active Learning and Transfer Learning to Reduce Annotation Efforts', 'Heterogeneous Transfer Learning: An Unsupervised Approach', 'Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning', 'Unsupervised Domain Adaptation Based on Source-guided Discrepancy')",2.0,"('New indicators for assessing the quality of in silico produced biomolecules: the case study of the aptamer-Angiopoietin-2 complex', 'Conformational dynamics of a single protein monitored for 24 hours at video rate', 'Temperature-dependent non-covalent protein-protein interactions explain normal and inverted solubility in a mutant of human gamma D-crystallin')",2.0,,
397,"(""Pressure tuning of structure, superconductivity and novel magnetic order in the Ce-underdoped electron-doped cuprate T'-Pr_1.3-xLa_0.7Ce_xCuO_4 (x = 0.1)"", 'Transitions from a Kondo-like diamagnetic insulator into a modulated ferromagnetic metal in $\\bm{\\mathrm{FeGa}_{3-y}\\mathrm{Ge}_y}$', 'Enhanced spin ordering temperature in ultrathin FeTe films grown on a topological insulator', 'Magnetization spin dynamics in a (LuBi)3Fe5O12 (BLIG) epitaxial film')",2.0,"('EnergyNet: Energy-based Adaptive Structural Learning of Artificial Neural Network Architectures', 'Resolution and Relevance Trade-offs in Deep Learning')",2,"('Metastable Markov chains: from the convergence of the trace to the convergence of the finite-dimensional distributions', 'Freeness and The Partial Transposes of Wishart Random Matrices', 'A stability result on optimal Skorokhod embedding')",2.0,"('Deep Learning for Predicting Asset Returns', 'Deep Bayesian Active Learning for Natural Language Processing: Results of a Large-Scale Empirical Study')",2.0,"('The sequential loss of allelic diversity', 'Hybrid Sterility Can Only be Primary When Acting as a Reproductive Barrier for Sympatric Speciation,', 'The inseparability of sampling and time and its influence on attempts to unify the molecular and fossil records')",2.0,,
398,"('Complementary views on electron spectra: From Fluctuation Diagnostics to real space correlations', 'Atomic Clock Measurements of Quantum Scattering Phase Shifts Spanning Feshbach Resonances at Ultralow Fields', 'Optical Angular Momentum in Classical Electrodynamics')",2.0,"('Parallelism, Concurrency and Distribution in Constraint Handling Rules: A Survey', 'Constraints, Lazy Constraints, or Propagators in ASP Solving: An Empirical Analysis', 'Coherence for lenses and open games', 'Typed Closure Conversion for the Calculus of Constructions', 'Representing Hybrid Automata by Action Language Modulo Theories', 'Abstract Interpretation with Unfoldings', 'Complete Cyclic Proof Systems for Inductive Entailments', 'A modal typing system for self-referential programs and specifications', 'Defense semantics of argumentation: encoding reasons for accepting arguments', 'Intuitionistic Layered Graph Logic: Semantics and Proof Theory', 'Implementing GraphQL as a Query Language for Deductive Databases in SWI-Prolog Using DCGs, Quasi Quotations, and Dicts', 'Integrating a Global Induction Mechanism into a Sequent Calculus', 'Model enumeration in propositional circumscription via unsatisfiable core analysis', 'Assumption-Based Approaches to Reasoning with Priorities', 'Small Resolution Proofs for QBF using Dependency Treewidth', 'On the relation between representations and computability', 'On the sharpness and the injective property of basic justification models', 'On the incorporation of interval-valued fuzzy sets into the Bousi-Prolog system: declarative semantics, implementation and applications', 'Fitch-Style Modal Lambda Calculi')",2,"(""Short-time behavior of the heat kernel and Weyl's law on $RCD^*(K, N)$-spaces"", 'Concentration of $1$-Lipschitz functions on manifolds with boundary with Dirichlet boundary condition', 'Existence and regularity of positive solutions of quasilinear elliptic problems with singular semilinear term')",2.0,"('Decomposing the Quantile Ratio Index with applications to Australian income and wealth data', 'Does agricultural subsidies foster Italian southern farms? A Spatial Quantile Regression Approach', 'Statistical Implications of the Revenue Transfer Methodology in the Affordable Care Act', 'Semiparametric panel data models using neural networks')",2.0,"('Mitochondrial network fragmentation modulates mutant mtDNA accumulation independently of absolute fission-fusion rates', 'Analysis of Sequence Polymorphism of LINEs and SINEs in Entamoeba histolytica', 'Eight-cluster structure of chloroplast genomes differs from similar one observed for bacteria')",2.0,,
399,"('Near-field coupling of gold plasmonic antennas for sub-100 nm magneto-thermal microscopy', 'All-optical switching and unidirectional plasmon launching with electron-hole plasma driven silicon nanoantennas', 'Spatially resolved, energy-filtered imaging of core level and valence band photoemission of highly p and n doped silicon patterns', 'UV Detector based on InAlN/GaN-on-Si HEMT Stack with Photo-to-Dark Current Ratio > 107')",2.0,"('Trusted Multi-Party Computation and Verifiable Simulations: A Scalable Blockchain Approach', 'ZebraLancer: Crowdsource Knowledge atop Open Blockchain, Privately and Anonymously', 'Detecting Bot Activity in the Ethereum Blockchain Network', 'Crowdsourcing with Sparsely Interacting Workers', 'A Logic of Blockchain Updates', 'Implementation of Smart Contracts Using Hybrid Architectures with On- and Off-Blockchain Components')",2,"('On the Liouville heat kernel for k-coarse MBRW and nonuniversality', 'Extended Trust-Region Problems with One or Two Balls: Exact Copositive and Lagrangian Relaxations')",2.0,"('Auto-Meta: Automated Gradient Based Meta Learner Search', 'Ranking with Adaptive Neighbors', 'Approximate Ranking from Pairwise Comparisons', 'Learning Certifiably Optimal Rule Lists for Categorical Data')",2.0,"('Who is the infector? Epidemic models with symptomatic and asymptomatic cases', 'On the scaling patterns of infectious disease incidence in cities', 'Vulnerability to pandemics in a rapidly urbanizing society', 'Epidemiological impact of waning immunization on a vaccinated population')",2.0,,
400,"('Role of Vanadyl Oxygen in Understanding Metallic Behavior of V2O5(001) Nanorods', 'Anisotropic exchange and spin-wave damping in pure and electron-doped Sr$_2$IrO$_4$', 'Spin mediated enhanced negative magnetoresistance in Ni80Fe20 and p-silicon bilayer', 'Pressure-tuning of bond-directional exchange interactions and magnetic frustration in hyperhoneycomb iridate $β$-$\\mathrm{Li_2IrO_3}$', 'Bias voltage effects on tunneling magnetoresistance in Fe/MgAl${}_2$O${}_4$/Fe(001) junctions: Comparative study with Fe/MgO/Fe(001) junctions', 'Emergent electronic structure of CaFe2As2', 'Oxygen reduction mechanisms in nanostructured La0.8Sr0.2MnO3 cathodes for Solid Oxide Fuel Cells', 'Synthesis, Crystal Structure, and Physical Properties of New Layered Oxychalcogenide La2O2Bi3AgS6', 'Enhanced clustering tendency of Cu-impurities with a number of oxygen vacancies in heavy carbon-loaded TiO2 - the bulk and surface morphologies', 'First non-icosahedral boron allotrope synthesized at high pressure and high temperature', 'Origins of bond and spin order in rare-earth nickelate bulk and heterostructures', 'Carrier driven coupling in ferromagnetic oxide heterostructures')",2.0,"('Complexity of Deciding Detectability in Discrete Event Systems', 'Tree Structured Synthesis of Gaussian Trees', 'Approximating the Backbone in the Weighted Maximum Satisfiability Problem', 'An Efficient Load Balancing Method for Tree Algorithms')",2,"(""On Popov's formula involving the Von Mangoldt function"", 'Generalized Log-sine integrals and Bell polynomials', 'A recurrence relation for the odd order moments of the Fabius function', 'Standard Zero-Free Regions for Rankin--Selberg L-Functions via Sieve Theory')",2.0,"('Curse of Heterogeneity: Computational Barriers in Sparse Mixture Models and Phase Retrieval', 'Model-based Clustering with Sparse Covariance Matrices', 'A Tutorial on Kernel Density Estimation and Recent Advances', 'Non-Gaussian Component Analysis using Entropy Methods')",2.0,"('Network flow of mobile agents enhances the evolution of cooperation', 'Priority effects between annual and perennial plants', 'Fixation probabilities for the Moran process in evolutionary games with two strategies: graph shapes and large population asymptotics', 'Decision-making processes underlying pedestrian behaviours at signalised crossings: Part 2. Do pedestrians show cultural herding behaviour ?', 'Nonlinear learning and learning advantages in evolutionary games', 'Evolutionary multiplayer games on graphs with edge diversity')",2.0,,
401,"('Jastrow form of the Ground State Wave Functions for Fractional Quantum Hall States', 'Index of Dirac operators and classification of topological insulators', 'Fractional quantum Hall systems near nematicity: bimetric theory, composite fermions, and Dirac brackets', 'Duality and Universal Transport in a Mixed-Dimension Electrodynamics')",2.0,"('Range-efficient consistent sampling and locality-sensitive hashing for polygons', 'Row-Centric Lossless Compression of Markov Images', 'Simulated Annealing for JPEG Quantization')",2,"('Stability of the Poincaré bundle', 'Laplace Beltrami operator in the Baran metric and pluripotential equilibrium measure: the ball, the simplex and the sphere', '$W$-entropy, super Perelman Ricci flows and $(K, m)$-Ricci solitons', 'Discrete and Continuous Green Energy on Compact Manifolds')",2.0,"('Generative Models for Spear Phishing Posts on Social Media', 'How Do Classifiers Induce Agents To Invest Effort Strategically?', 'Fighting Accounting Fraud Through Forensic Data Analytics', 'The Risk of Machine Learning', 'Crowd ideation of supervised learning problems', 'Analyzing Hypersensitive AI: Instability in Corporate-Scale Machine Learning')",2.0,"('A reproducible effect size is more useful than an irreproducible hypothesis test to analyze high throughput sequencing datasets', 'CLEAR: Coverage-based Limiting-cell Experiment Analysis for RNA-seq', 'Fixed-Parameter Tractable Sampling for RNA Design with Multiple Target Structures', 'DNA methylation markers to assess biological age', 'Machine-learning a virus assembly fitness landscape', 'Optimized Bacteria are Environmental Prediction Engines', ""The Bayesian optimist's guide to adaptive immune receptor repertoire analysis"", 'Predicting B Cell Receptor Substitution Profiles Using Public Repertoire Data')",2.0,,
